timestamp_unix,timestamp_iso,cmd,setpoint_kw,latency_ms
1782666048.751,2026-06-28T18:00:48,HIGHER,0.00,96.182
1782666052.805,2026-06-28T18:00:52,LOWER,5.00,51.276
1782666057.310,2026-06-28T18:00:57,HIGHER,0.00,457.280
1782666061.238,2026-06-28T18:01:01,LOWER,5.00,292.212
1782666065.332,2026-06-28T18:01:05,HIGHER,0.00,288.587
1782666069.377,2026-06-28T18:01:09,LOWER,5.00,287.112
1782666073.501,2026-06-28T18:01:13,HIGHER,0.00,322.739
1782666077.559,2026-06-28T18:01:17,LOWER,5.00,287.973
1782666081.597,2026-06-28T18:01:21,LOWER,10.00,229.189
1782666086.140,2026-06-28T18:01:26,HIGHER,0.00,681.482
1782666089.770,2026-06-28T18:01:29,HIGHER,-10.00,216.038
1782666093.838,2026-06-28T18:01:33,LOWER,-5.00,291.656
1782666097.865,2026-06-28T18:01:37,LOWER,0.00,219.168
1782666101.979,2026-06-28T18:01:41,LOWER,5.00,236.052
1782666106.044,2026-06-28T18:01:46,LOWER,10.00,347.808
1782666110.154,2026-06-28T18:01:50,HIGHER,0.00,368.489
1782666114.592,2026-06-28T18:01:54,LOWER,5.00,716.953
1782666118.286,2026-06-28T18:01:58,HIGHER,0.00,316.224
1782666122.349,2026-06-28T18:02:02,LOWER,5.00,280.075
1782666126.440,2026-06-28T18:02:06,HIGHER,0.00,278.545
1782666130.441,2026-06-28T18:02:10,LOWER,5.00,189.208
1782666134.459,2026-06-28T18:02:14,HIGHER,0.00,109.430
1782666138.598,2026-06-28T18:02:18,LOWER,5.00,155.490
1782666142.744,2026-06-28T18:02:22,HIGHER,0.00,252.016
1782666146.901,2026-06-28T18:02:26,LOWER,5.00,318.058
1782666151.282,2026-06-28T18:02:31,HIGHER,0.00,608.510
1782666154.963,2026-06-28T18:02:34,LOWER,5.00,189.240
1782666159.019,2026-06-28T18:02:39,HIGHER,0.00,146.120
1782666163.046,2026-06-28T18:02:43,LOWER,5.00,71.619
1782666167.100,2026-06-28T18:02:47,HIGHER,0.00,127.828
1782666171.093,2026-06-28T18:02:51,LOWER,5.00,22.193
1782666175.183,2026-06-28T18:02:55,HIGHER,0.00,17.269
1782666179.612,2026-06-28T18:02:59,LOWER,5.00,395.458
1782666183.701,2026-06-28T18:03:03,HIGHER,0.00,393.386
1782666187.714,2026-06-28T18:03:07,LOWER,5.00,319.960
1782666191.785,2026-06-28T18:03:11,HIGHER,0.00,297.243
1782666273.377,2026-06-28T18:04:33,HIGHER,-5.00,255.289
1782666277.421,2026-06-28T18:04:37,HIGHER,-10.00,202.125
1782666297.943,2026-06-28T18:04:57,HIGHER,-15.00,280.584
1782666302.000,2026-06-28T18:05:01,HIGHER,-20.00,288.909
1782666306.045,2026-06-28T18:05:06,HIGHER,-20.00,233.812
1782666310.527,2026-06-28T18:05:10,HIGHER,-20.00,615.293
1782666314.201,2026-06-28T18:05:14,HIGHER,-20.00,191.808
1782666318.246,2026-06-28T18:05:18,HIGHER,-20.00,139.449
1782666322.666,2026-06-28T18:05:22,HIGHER,-20.00,554.140
1782666326.349,2026-06-28T18:05:26,HIGHER,-20.00,238.250
1782666330.380,2026-06-28T18:05:30,HIGHER,-20.00,173.066
1782666334.399,2026-06-28T18:05:34,HIGHER,-20.00,142.047
1782666359.118,2026-06-28T18:05:59,HIGHER,-20.00,326.713
1782666363.240,2026-06-28T18:06:03,HIGHER,-20.00,345.175
1782666367.208,2026-06-28T18:06:07,HIGHER,-20.00,210.714
1782666371.263,2026-06-28T18:06:11,HIGHER,-20.00,164.563
1782666375.372,2026-06-28T18:06:15,HIGHER,-20.00,321.492
1782666379.389,2026-06-28T18:06:19,HIGHER,-20.00,244.658
1782666384.278,2026-06-28T18:06:24,HIGHER,-20.00,1035.892
1782666387.428,2026-06-28T18:06:27,HIGHER,-20.00,89.380
1782666391.521,2026-06-28T18:06:31,HIGHER,-20.00,82.681
1782666395.529,2026-06-28T18:06:35,HIGHER,-20.00,89.731
1782666420.181,2026-06-28T18:07:00,HIGHER,-20.00,247.842
1782666424.226,2026-06-28T18:07:04,HIGHER,-20.00,192.727
1782666428.267,2026-06-28T18:07:08,HIGHER,-20.00,132.074
1782666432.317,2026-06-28T18:07:12,HIGHER,-20.00,181.162
1782666436.398,2026-06-28T18:07:16,HIGHER,-20.00,162.213
1782666440.423,2026-06-28T18:07:20,HIGHER,-20.00,79.731
1782666444.382,2026-06-28T18:07:24,HIGHER,-20.00,78.315
1782666448.453,2026-06-28T18:07:28,HIGHER,-20.00,159.127
1782666452.499,2026-06-28T18:07:32,HIGHER,-20.00,105.412
1782666477.209,2026-06-28T18:07:57,HIGHER,-20.00,326.470
1782666481.236,2026-06-28T18:08:01,HIGHER,-20.00,258.837
1782666485.293,2026-06-28T18:08:05,HIGHER,-20.00,226.714
1782666489.349,2026-06-28T18:08:09,HIGHER,-20.00,184.492
1782666493.322,2026-06-28T18:08:13,HIGHER,-20.00,59.786
1782666497.741,2026-06-28T18:08:17,HIGHER,-20.00,381.940
1782666502.240,2026-06-28T18:08:22,HIGHER,-20.00,780.132
1782666505.485,2026-06-28T18:08:25,HIGHER,-20.00,26.255
1782666509.601,2026-06-28T18:08:29,HIGHER,-20.00,45.698
1782666513.959,2026-06-28T18:08:33,HIGHER,-20.00,354.895
1782666538.500,2026-06-28T18:08:58,HIGHER,-20.00,366.398
1782666542.934,2026-06-28T18:09:02,HIGHER,-20.00,707.357
1782666546.978,2026-06-28T18:09:06,HIGHER,-20.00,660.032
1782666550.631,2026-06-28T18:09:10,HIGHER,-20.00,211.852
1782666554.640,2026-06-28T18:09:14,HIGHER,-20.00,267.268
1782666558.703,2026-06-28T18:09:18,HIGHER,-20.00,229.586
1782666562.754,2026-06-28T18:09:22,HIGHER,-20.00,281.348
1782666566.789,2026-06-28T18:09:26,HIGHER,-20.00,226.678
1782666570.807,2026-06-28T18:09:30,HIGHER,-20.00,144.905
1782666574.824,2026-06-28T18:09:34,HIGHER,-20.00,61.385
1782666599.634,2026-06-28T18:09:59,HIGHER,-20.00,369.804
1782666603.662,2026-06-28T18:10:03,HIGHER,-20.00,298.906
1782666608.168,2026-06-28T18:10:08,HIGHER,-20.00,804.377
1782666611.713,2026-06-28T18:10:11,HIGHER,-20.00,250.652
1782666615.837,2026-06-28T18:10:15,HIGHER,-20.00,271.872
1782666619.825,2026-06-28T18:10:19,HIGHER,-20.00,163.941
1782666623.883,2026-06-28T18:10:23,HIGHER,-20.00,168.224
1782666627.847,2026-06-28T18:10:27,HIGHER,-20.00,34.901
1782666631.913,2026-06-28T18:10:31,HIGHER,-20.00,0.196
1782666635.950,2026-06-28T18:10:35,HIGHER,-20.00,34.967
1782666656.504,2026-06-28T18:10:56,HIGHER,-20.00,121.923
1782666660.545,2026-06-28T18:11:00,HIGHER,-20.00,104.402
1782666665.305,2026-06-28T18:11:05,HIGHER,-20.00,771.285
1782666668.975,2026-06-28T18:11:08,HIGHER,-20.00,339.986
1782666673.021,2026-06-28T18:11:13,HIGHER,-20.00,386.887
1782666677.076,2026-06-28T18:11:17,HIGHER,-20.00,433.153
1782666680.693,2026-06-28T18:11:20,HIGHER,-20.00,50.110
1782666685.110,2026-06-28T18:11:25,HIGHER,-20.00,368.145
1782666689.185,2026-06-28T18:11:29,HIGHER,-20.00,390.590
1782666693.203,2026-06-28T18:11:33,HIGHER,-20.00,310.170
1782666717.505,2026-06-28T18:11:57,HIGHER,-20.00,58.826
1782666721.880,2026-06-28T18:12:01,HIGHER,-20.00,340.170
1782666726.011,2026-06-28T18:12:06,HIGHER,-20.00,376.064
1782666729.968,2026-06-28T18:12:09,HIGHER,-20.00,278.388
1782666734.057,2026-06-28T18:12:14,HIGHER,-20.00,264.091
1782666738.069,2026-06-28T18:12:18,HIGHER,-20.00,274.069
1782666742.086,2026-06-28T18:12:22,HIGHER,-20.00,283.231
1782666746.119,2026-06-28T18:12:26,HIGHER,-20.00,318.901
1782666750.160,2026-06-28T18:12:30,HIGHER,-20.00,264.011
1782666754.203,2026-06-28T18:12:34,HIGHER,-20.00,200.255
1782666766.279,2026-06-28T18:12:46,LOWER,-15.00,34.591
1782666770.335,2026-06-28T18:12:50,LOWER,-10.00,87.946
1782666774.350,2026-06-28T18:12:54,LOWER,-5.00,100.547
1782666778.383,2026-06-28T18:12:58,LOWER,0.00,32.088
1782666782.807,2026-06-28T18:13:02,LOWER,5.00,360.064
1782666786.845,2026-06-28T18:13:06,LOWER,10.00,294.858
1782666790.850,2026-06-28T18:13:10,LOWER,15.00,244.311
1782666794.863,2026-06-28T18:13:14,LOWER,20.00,160.018
1782666798.931,2026-06-28T18:13:18,LOWER,25.00,224.236
1782666802.940,2026-06-28T18:13:22,LOWER,30.00,239.056
1782666806.926,2026-06-28T18:13:26,LOWER,35.00,123.684
1782666810.935,2026-06-28T18:13:30,LOWER,40.00,129.429
1782666814.970,2026-06-28T18:13:34,LOWER,45.00,55.597
1782666819.017,2026-06-28T18:13:39,LOWER,50.00,153.936
1782666823.585,2026-06-28T18:13:43,HIGHER,40.00,621.550
1782666827.132,2026-06-28T18:13:47,HIGHER,30.00,164.882
1782666831.588,2026-06-28T18:13:51,HIGHER,20.00,616.177
1782666835.248,2026-06-28T18:13:55,HIGHER,10.00,269.901
1782666839.288,2026-06-28T18:13:59,HIGHER,0.00,206.810
1782666843.328,2026-06-28T18:14:03,HIGHER,-10.00,290.134
1782666847.350,2026-06-28T18:14:07,LOWER,-5.00,214.673
1782666851.401,2026-06-28T18:14:11,LOWER,0.00,265.180
1782666855.473,2026-06-28T18:14:15,LOWER,5.00,241.471
1782666859.494,2026-06-28T18:14:19,HIGHER,0.00,260.037
1782666863.474,2026-06-28T18:14:23,LOWER,5.00,143.213
1782666867.548,2026-06-28T18:14:27,HIGHER,0.00,115.150
1782666871.989,2026-06-28T18:14:31,HIGHER,-10.00,594.958
1782666875.648,2026-06-28T18:14:35,LOWER,-5.00,255.748
1782666879.619,2026-06-28T18:14:39,LOWER,0.00,222.175
1782666883.641,2026-06-28T18:14:43,LOWER,5.00,241.758
1782666887.708,2026-06-28T18:14:47,HIGHER,0.00,207.904
1782666891.763,2026-06-28T18:14:51,LOWER,5.00,160.988
1782666895.772,2026-06-28T18:14:55,HIGHER,0.00,123.025
1782666899.768,2026-06-28T18:14:59,LOWER,5.00,17.388
1782666904.599,2026-06-28T18:15:04,HIGHER,0.00,751.436
1782666908.249,2026-06-28T18:15:08,LOWER,5.00,295.462
1782666912.275,2026-06-28T18:15:12,HIGHER,0.00,329.535
1782666916.272,2026-06-28T18:15:16,LOWER,5.00,232.852
1782666920.282,2026-06-28T18:15:20,HIGHER,0.00,147.648
1782666924.297,2026-06-28T18:15:24,LOWER,5.00,69.892
1782666928.387,2026-06-28T18:15:28,HIGHER,0.00,59.291
1782666932.845,2026-06-28T18:15:32,LOWER,5.00,465.956
1782666936.766,2026-06-28T18:15:36,HIGHER,0.00,287.053
1782666941.248,2026-06-28T18:15:41,LOWER,5.00,673.315
1782666944.844,2026-06-28T18:15:44,LOWER,10.00,175.442
1782666948.979,2026-06-28T18:15:48,HIGHER,0.00,209.813
1782666953.382,2026-06-28T18:15:53,LOWER,5.00,512.120
1782666957.012,2026-06-28T18:15:57,LOWER,10.00,53.302
1782666961.417,2026-06-28T18:16:01,HIGHER,0.00,360.698
1782666965.454,2026-06-28T18:16:05,LOWER,5.00,301.584
1782666969.556,2026-06-28T18:16:09,HIGHER,0.00,307.741
1782666973.534,2026-06-28T18:16:13,HIGHER,-10.00,234.210
1782666977.588,2026-06-28T18:16:17,LOWER,-5.00,194.910
1782666981.649,2026-06-28T18:16:21,LOWER,0.00,155.447
1782666986.044,2026-06-28T18:16:26,LOWER,5.00,548.797
1782666989.607,2026-06-28T18:16:29,HIGHER,0.00,15.697
1782666994.074,2026-06-28T18:16:34,LOWER,5.00,390.779
1782666998.487,2026-06-28T18:16:38,HIGHER,0.00,709.361
1782667002.155,2026-06-28T18:16:42,LOWER,5.00,272.587
1782667006.555,2026-06-28T18:16:46,HIGHER,0.00,573.944
1782667010.152,2026-06-28T18:16:50,LOWER,5.00,122.115
1782667014.222,2026-06-28T18:16:54,HIGHER,0.00,94.675
1782667018.236,2026-06-28T18:16:58,LOWER,5.00,12.713
1782667022.706,2026-06-28T18:17:02,HIGHER,0.00,388.464
1782667026.659,2026-06-28T18:17:06,LOWER,5.00,249.255
1782667030.713,2026-06-28T18:17:10,HIGHER,0.00,299.197
1782667034.725,2026-06-28T18:17:14,LOWER,5.00,320.027
1782667038.753,2026-06-28T18:17:18,HIGHER,0.00,252.991
1782667042.790,2026-06-28T18:17:22,LOWER,5.00,243.411
1782667046.763,2026-06-28T18:17:26,HIGHER,0.00,124.278
1782667051.251,2026-06-28T18:17:31,LOWER,5.00,515.759
1782667055.273,2026-06-28T18:17:35,HIGHER,0.00,440.220
1782667058.964,2026-06-28T18:17:38,LOWER,5.00,29.336
1782667062.950,2026-06-28T18:17:42,HIGHER,0.00,16.569
1782667067.402,2026-06-28T18:17:47,LOWER,5.00,370.992
1782667071.832,2026-06-28T18:17:51,HIGHER,0.00,706.468
1782667075.501,2026-06-28T18:17:55,LOWER,5.00,274.214
1782667079.516,2026-06-28T18:17:59,LOWER,10.00,337.809
1782667083.501,2026-06-28T18:18:03,HIGHER,0.00,210.770
1782667087.553,2026-06-28T18:18:07,HIGHER,-10.00,260.903
1782667091.537,2026-06-28T18:18:11,LOWER,-5.00,250.855
1782667095.607,2026-06-28T18:18:15,LOWER,0.00,218.489
1782667099.588,2026-06-28T18:18:19,LOWER,5.00,97.017
1782667103.673,2026-06-28T18:18:23,HIGHER,0.00,79.201
1782667107.665,2026-06-28T18:18:27,HIGHER,-10.00,110.826
1782667111.781,2026-06-28T18:18:31,LOWER,-5.00,226.476
1782667115.782,2026-06-28T18:18:35,LOWER,0.00,127.707
1782667119.742,2026-06-28T18:18:39,LOWER,5.00,83.884
1782667123.799,2026-06-28T18:18:43,HIGHER,0.00,139.450
1782667127.814,2026-06-28T18:18:47,LOWER,5.00,55.168
1782667131.905,2026-06-28T18:18:51,LOWER,10.00,89.796
1782667135.869,2026-06-28T18:18:55,HIGHER,0.00,41.572
1782667139.887,2026-06-28T18:18:59,LOWER,5.00,63.380
1782667144.347,2026-06-28T18:19:04,HIGHER,0.00,426.621
1782667148.381,2026-06-28T18:19:08,LOWER,5.00,358.425
1782667152.446,2026-06-28T18:19:12,HIGHER,0.00,423.898
1782667156.417,2026-06-28T18:19:16,LOWER,5.00,296.253
1782667160.484,2026-06-28T18:19:20,HIGHER,0.00,303.138
1782667164.998,2026-06-28T18:19:24,LOWER,5.00,813.857
1782667168.663,2026-06-28T18:19:28,HIGHER,0.00,379.660
1782667172.689,2026-06-28T18:19:32,LOWER,5.00,402.065
1782667176.690,2026-06-28T18:19:36,HIGHER,0.00,405.676
1782667180.724,2026-06-28T18:19:40,LOWER,5.00,342.204
1782667184.764,2026-06-28T18:19:44,HIGHER,0.00,289.013
1782667188.816,2026-06-28T18:19:48,LOWER,5.00,288.944
1782667193.181,2026-06-28T18:19:53,HIGHER,0.00,558.056
1782667196.840,2026-06-28T18:19:56,LOWER,5.00,214.619
1782667200.940,2026-06-28T18:20:00,HIGHER,0.00,318.560
1782667205.368,2026-06-28T18:20:05,LOWER,5.00,646.338
1782667208.964,2026-06-28T18:20:08,HIGHER,0.00,143.250
1782667213.021,2026-06-28T18:20:13,LOWER,5.00,103.815
1782667217.036,2026-06-28T18:20:17,HIGHER,0.00,17.140
1782667221.098,2026-06-28T18:20:21,LOWER,5.00,122.737
1782667225.083,2026-06-28T18:20:25,HIGHER,0.00,108.003
1782667229.158,2026-06-28T18:20:29,LOWER,5.00,183.090
1782667233.196,2026-06-28T18:20:33,HIGHER,0.00,126.694
1782667237.251,2026-06-28T18:20:37,LOWER,5.00,84.925
1782667242.096,2026-06-28T18:20:42,HIGHER,0.00,825.950
1782667245.689,2026-06-28T18:20:45,LOWER,5.00,317.546
1782667249.726,2026-06-28T18:20:49,LOWER,10.00,303.011
1782667253.771,2026-06-28T18:20:53,HIGHER,0.00,249.122
1782667257.808,2026-06-28T18:20:57,HIGHER,-10.00,190.226
1782667261.789,2026-06-28T18:21:01,LOWER,-5.00,74.389
1782667266.227,2026-06-28T18:21:06,LOWER,0.00,416.284
1782667270.250,2026-06-28T18:21:10,LOWER,5.00,346.649
1782667274.287,2026-06-28T18:21:14,HIGHER,0.00,288.655
1782667278.358,2026-06-28T18:21:18,LOWER,5.00,256.391
1782667282.311,2026-06-28T18:21:22,HIGHER,0.00,110.523
1782667286.350,2026-06-28T18:21:26,LOWER,5.00,56.315
1782667290.389,2026-06-28T18:21:30,HIGHER,0.00,50.713
1782667294.468,2026-06-28T18:21:34,LOWER,5.00,26.024
1782667298.796,2026-06-28T18:21:38,HIGHER,0.00,258.746
1782667302.891,2026-06-28T18:21:42,LOWER,5.00,258.393
1782667306.830,2026-06-28T18:21:46,HIGHER,0.00,99.941
1782667310.941,2026-06-28T18:21:50,LOWER,5.00,118.570
1782667315.314,2026-06-28T18:21:55,HIGHER,0.00,391.700
1782667319.284,2026-06-28T18:21:59,LOWER,5.00,263.672
1782667323.723,2026-06-28T18:22:03,HIGHER,0.00,603.882
1782667327.363,2026-06-28T18:22:07,LOWER,5.00,153.489
1782667331.834,2026-06-28T18:22:11,HIGHER,0.00,579.218
1782667335.485,2026-06-28T18:22:15,HIGHER,-10.00,131.290
1782667339.485,2026-06-28T18:22:19,LOWER,-5.00,130.667
1782667343.527,2026-06-28T18:22:23,LOWER,0.00,72.124
1782667347.561,2026-06-28T18:22:27,LOWER,5.00,10.577
1782667351.981,2026-06-28T18:22:31,HIGHER,0.00,329.959
1782667355.997,2026-06-28T18:22:35,LOWER,5.00,354.679
1782667360.023,2026-06-28T18:22:40,HIGHER,0.00,260.718
1782667364.103,2026-06-28T18:22:44,LOWER,5.00,282.564
1782667368.158,2026-06-28T18:22:48,LOWER,10.00,288.788
1782667372.181,2026-06-28T18:22:52,HIGHER,0.00,216.470
1782667376.198,2026-06-28T18:22:56,LOWER,5.00,140.507
1782667380.457,2026-06-28T18:23:00,HIGHER,0.00,306.786
1782667384.519,2026-06-28T18:23:04,LOWER,5.00,279.013
1782667388.539,2026-06-28T18:23:08,HIGHER,0.00,204.064
1782667392.539,2026-06-28T18:23:12,LOWER,5.00,112.520
1782667396.954,2026-06-28T18:23:16,HIGHER,0.00,430.662
1782667400.627,2026-06-28T18:23:20,LOWER,5.00,5.174
1782667405.022,2026-06-28T18:23:25,HIGHER,0.00,298.655
1782667409.019,2026-06-28T18:23:29,LOWER,5.00,346.064
1782667413.039,2026-06-28T18:23:33,HIGHER,0.00,268.096
1782667417.053,2026-06-28T18:23:37,LOWER,5.00,183.290
1782667421.192,2026-06-28T18:23:41,HIGHER,0.00,317.354
1782667425.187,2026-06-28T18:23:45,LOWER,5.00,315.406
1782667429.153,2026-06-28T18:23:49,HIGHER,0.00,183.073
1782667433.180,2026-06-28T18:23:53,LOWER,5.00,111.627
1782667437.206,2026-06-28T18:23:57,HIGHER,0.00,84.916
1782667441.236,2026-06-28T18:24:01,LOWER,5.00,13.377
1782667445.262,2026-06-28T18:24:05,HIGHER,0.00,35.082
1782667449.253,2026-06-28T18:24:09,LOWER,5.00,18.893
1782667453.314,2026-06-28T18:24:13,HIGHER,0.00,80.122
1782667457.731,2026-06-28T18:24:17,LOWER,5.00,395.709
1782667461.796,2026-06-28T18:24:21,HIGHER,0.00,360.451
1782667465.777,2026-06-28T18:24:25,LOWER,5.00,293.079
1782667469.821,2026-06-28T18:24:29,LOWER,10.00,248.750
1782667473.920,2026-06-28T18:24:33,HIGHER,0.00,250.597
1782667477.911,2026-06-28T18:24:37,HIGHER,-10.00,139.039
1782667481.954,2026-06-28T18:24:41,LOWER,-5.00,188.759
1782667485.967,2026-06-28T18:24:45,LOWER,0.00,108.050
1782667490.434,2026-06-28T18:24:50,LOWER,5.00,480.455
1782667494.078,2026-06-28T18:24:54,HIGHER,0.00,27.024
1782667498.546,2026-06-28T18:24:58,LOWER,5.00,391.308
1782667502.930,2026-06-28T18:25:02,LOWER,10.00,826.294
1782667506.560,2026-06-28T18:25:06,HIGHER,0.00,359.443
1782667510.579,2026-06-28T18:25:10,LOWER,5.00,290.725
1782667514.608,2026-06-28T18:25:14,HIGHER,0.00,226.032
1782667518.597,2026-06-28T18:25:18,LOWER,5.00,115.923
1782667522.614,2026-06-28T18:25:22,HIGHER,0.00,35.810
1782667526.685,2026-06-28T18:25:26,LOWER,5.00,7.606
1782667531.079,2026-06-28T18:25:31,HIGHER,0.00,310.339
1782667535.116,2026-06-28T18:25:35,LOWER,5.00,252.828
1782667539.133,2026-06-28T18:25:39,HIGHER,0.00,224.952
1782667543.173,2026-06-28T18:25:43,LOWER,5.00,170.309
1782667547.222,2026-06-28T18:25:47,HIGHER,0.00,117.374
1782667551.268,2026-06-28T18:25:51,LOWER,5.00,162.010
1782667555.319,2026-06-28T18:25:55,HIGHER,0.00,209.343
1782667559.301,2026-06-28T18:25:59,LOWER,5.00,97.894
1782667563.386,2026-06-28T18:26:03,HIGHER,0.00,83.754
1782667567.427,2026-06-28T18:26:07,LOWER,5.00,31.532
1782667571.896,2026-06-28T18:26:11,HIGHER,0.00,442.266
1782667576.311,2026-06-28T18:26:16,LOWER,5.00,855.765
1782667579.482,2026-06-28T18:26:19,LOWER,10.00,26.760
1782667583.554,2026-06-28T18:26:23,HIGHER,0.00,94.091
1782667587.576,2026-06-28T18:26:27,LOWER,5.00,115.829
1782667591.611,2026-06-28T18:26:31,HIGHER,0.00,46.180
1782667595.616,2026-06-28T18:26:35,LOWER,5.00,93.359
1782667599.698,2026-06-28T18:26:39,HIGHER,0.00,172.232
1782667604.109,2026-06-28T18:26:44,LOWER,5.00,581.734
1782667607.734,2026-06-28T18:26:47,HIGHER,0.00,114.326
1782667612.159,2026-06-28T18:26:52,LOWER,5.00,440.154
1782667615.945,2026-06-28T18:26:55,HIGHER,0.00,125.833
1782667620.009,2026-06-28T18:27:00,LOWER,5.00,88.812
1782667624.009,2026-06-28T18:27:04,LOWER,10.00,37.498
1782667628.443,2026-06-28T18:27:08,HIGHER,0.00,371.024
1782667632.461,2026-06-28T18:27:12,HIGHER,-10.00,289.808
1782667636.491,2026-06-28T18:27:16,LOWER,-5.00,325.320
1782667640.525,2026-06-28T18:27:20,LOWER,0.00,261.897
1782667644.546,2026-06-28T18:27:24,LOWER,5.00,184.386
1782667648.517,2026-06-28T18:27:28,HIGHER,0.00,156.402
1782667652.545,2026-06-28T18:27:32,LOWER,5.00,85.942
1782667656.604,2026-06-28T18:27:36,LOWER,10.00,188.493
1782667660.628,2026-06-28T18:27:40,HIGHER,0.00,111.864
1782667664.632,2026-06-28T18:27:44,LOWER,5.00,13.236
1782667668.688,2026-06-28T18:27:48,HIGHER,0.00,68.954
1782667673.150,2026-06-28T18:27:53,LOWER,5.00,438.097
1782667677.184,2026-06-28T18:27:57,HIGHER,0.00,374.948
1782667681.149,2026-06-28T18:28:01,LOWER,5.00,241.904
1782667685.153,2026-06-28T18:28:05,HIGHER,0.00,149.943
1782667689.178,2026-06-28T18:28:09,LOWER,5.00,120.570
1782667693.233,2026-06-28T18:28:13,HIGHER,0.00,77.870
1782667697.660,2026-06-28T18:28:17,LOWER,5.00,503.533
1782667701.654,2026-06-28T18:28:21,HIGHER,0.00,403.022
1782667705.680,2026-06-28T18:28:25,LOWER,5.00,332.274
1782667709.695,2026-06-28T18:28:29,HIGHER,0.00,254.211
1782667713.725,2026-06-28T18:28:33,LOWER,5.00,182.097
1782667717.757,2026-06-28T18:28:37,HIGHER,0.00,116.344
1782667721.767,2026-06-28T18:28:41,LOWER,5.00,25.585
1782667725.814,2026-06-28T18:28:45,HIGHER,0.00,116.049
1782667729.839,2026-06-28T18:28:49,LOWER,5.00,139.891
1782667733.917,2026-06-28T18:28:53,HIGHER,0.00,217.830
1782667737.824,2026-06-28T18:28:57,LOWER,5.00,21.660
1782667741.967,2026-06-28T18:29:01,HIGHER,0.00,168.406
1782667746.398,2026-06-28T18:29:06,LOWER,5.00,504.538
1782667750.067,2026-06-28T18:29:10,LOWER,10.00,119.583
1782667754.046,2026-06-28T18:29:14,HIGHER,0.00,93.768
1782667758.484,2026-06-28T18:29:18,LOWER,5.00,433.764
1782667762.528,2026-06-28T18:29:22,HIGHER,0.00,387.944
1782667766.588,2026-06-28T18:29:26,LOWER,5.00,356.034
1782667770.601,2026-06-28T18:29:30,HIGHER,0.00,265.819
1782667774.603,2026-06-28T18:29:34,LOWER,5.00,168.663
1782667778.641,2026-06-28T18:29:38,HIGHER,0.00,104.880
1782667782.661,2026-06-28T18:29:42,LOWER,5.00,22.089
1782667786.713,2026-06-28T18:29:46,LOWER,10.00,118.683
1782667790.670,2026-06-28T18:29:50,HIGHER,0.00,66.580
1782667794.707,2026-06-28T18:29:54,LOWER,5.00,105.052
1782667798.802,2026-06-28T18:29:58,HIGHER,0.00,198.490
1782667802.832,2026-06-28T18:30:02,LOWER,5.00,126.704
1782667807.642,2026-06-28T18:30:07,HIGHER,0.00,843.200
1782667811.180,2026-06-28T18:30:11,HIGHER,-10.00,328.925
1782667814.862,2026-06-28T18:30:14,LOWER,-5.00,13.495
1782667819.243,2026-06-28T18:30:19,LOWER,0.00,299.114
1782667823.270,2026-06-28T18:30:23,LOWER,5.00,234.573
1782667827.649,2026-06-28T18:30:27,HIGHER,0.00,514.516
1782667831.300,2026-06-28T18:30:31,LOWER,5.00,68.751
1782667836.152,2026-06-28T18:30:36,HIGHER,0.00,820.350
1782667839.766,2026-06-28T18:30:39,LOWER,5.00,331.021
1782667843.802,2026-06-28T18:30:43,HIGHER,0.00,266.736
1782667847.774,2026-06-28T18:30:47,LOWER,5.00,191.486
1782667851.831,2026-06-28T18:30:51,HIGHER,0.00,150.514
1782667856.287,2026-06-28T18:30:56,LOWER,5.00,608.686
1782667859.915,2026-06-28T18:30:59,HIGHER,0.00,134.898
1782667863.884,2026-06-28T18:31:03,LOWER,5.00,4.630
1782667867.943,2026-06-28T18:31:07,HIGHER,0.00,59.430
1782667872.427,2026-06-28T18:31:12,LOWER,5.00,444.521
1782667876.464,2026-06-28T18:31:16,HIGHER,0.00,378.463
1782667880.076,2026-06-28T18:31:20,LOWER,5.00,33.477
1782667884.490,2026-06-28T18:31:24,HIGHER,0.00,350.206
1782667888.556,2026-06-28T18:31:28,LOWER,5.00,416.118
1782667892.506,2026-06-28T18:31:32,HIGHER,0.00,270.893
1782667896.560,2026-06-28T18:31:36,LOWER,5.00,320.992
1782667900.957,2026-06-28T18:31:40,HIGHER,0.00,618.579
1782667904.613,2026-06-28T18:31:44,LOWER,5.00,180.143
1782667908.660,2026-06-28T18:31:48,HIGHER,0.00,170.445
1782667912.605,2026-06-28T18:31:52,LOWER,5.00,21.402
1782667917.434,2026-06-28T18:31:57,HIGHER,0.00,758.189
1782667921.015,2026-06-28T18:32:01,HIGHER,-10.00,243.238
1782667925.083,2026-06-28T18:32:05,LOWER,-5.00,308.350
1782667929.102,2026-06-28T18:32:09,LOWER,0.00,332.091
1782667933.131,2026-06-28T18:32:13,LOWER,5.00,269.163
1782667937.133,2026-06-28T18:32:17,HIGHER,0.00,173.990
1782667941.159,2026-06-28T18:32:21,HIGHER,-10.00,239.016
1782667945.193,2026-06-28T18:32:25,LOWER,-5.00,176.128
1782667949.182,2026-06-28T18:32:29,LOWER,0.00,69.276
1782667953.588,2026-06-28T18:32:33,LOWER,5.00,376.882
1782667958.043,2026-06-28T18:32:38,HIGHER,0.00,739.534
1782667961.688,2026-06-28T18:32:41,LOWER,5.00,290.809
